植物は細胞からできているという「植物細胞説」を、1838年に提唱した人物は（ ）である。,シュライデン,１ 生物の共通性と多様性,翌年に動物細胞説を提唱したシュワンと共に、近代細胞学の基礎を築きました。
地殻変動の激しい海底にあり、生命誕生の有力な候補地とされる場所は？,熱水噴出孔,10 生命の起源,高温・高圧で、化学合成に必要な物質やエネルギーが豊富な場所です。
初期の生命は、酸素を使わずに周囲の有機物を分解してエネルギーを得る何であったか。,従属栄養生物,10 生命の起源,原始大気に酸素がなかったため、最初は嫌気呼吸を行う生物でした。
太陽光を利用して光合成を行い、大気中に酸素をもたらした最初の生物は？,シアノバクテリア,10 生命の起源,これにより地球環境が激変し、好気性生物の進化を促しました。
DNAが主流になる前、RNAが情報の保持と酵素のような働き（触媒）の両方を担っていた時代を何というか。,RNAワールド,10 生命の起源,生命誕生初期の、RNAを中心とした仮説上の生態系です。
酵素のように、特定の化学反応を促進する働きを持つRNA分子のことを何というか。,リボザイム,10 生命の起源,RNAが「情報」だけでなく「仕事（触媒）」もできる証拠となる物質です。
現在の生命に見られる、DNA→RNA→タンパク質という一方向の遺伝情報の流れを何というか。,セントラルドグマ,10 生命の起源,RNAワールドから進化した、現在の生命の基本ルールです。
原始的な細胞の原型と考えられている、膜に包まれた有機物の液滴を何というか。,コアセルベート（または、プロトビオント）,10 生命の起源,オパーリンが提唱した、外部と仕切られた反応の場となる構造です。
原始大気を再現した装置に火花放電を行い、有機物が合成されることを示した人物は？,ミラー（とユーリー）,10 生命の起源,1953年、シカゴ大学で行われた歴史的な実験です。
ミラーが実験で使用した、原始大気を構成していたと考えられるガスの混合物は？,メタン・アンモニア・水素・水蒸気,10 生命の起源,現在の地球大気とは異なり、酸素を含まない「還元的な大気」でした。
ミラーの実験において、雷などの自然エネルギーを模して与えられたものは？,火花放電,10 生命の起源,このエネルギーによって化学反応が促進され、有機物が合成されました。
ミラーの実験によって、無機物から最終的に合成された生命の材料となる物質は？,アミノ酸,10 生命の起源,グリシンやアラニンなど、タンパク質の材料となる有機物が確認されました。
約27億年前に出現し、光合成によって大気中に酸素を放出し始めた原核生物は？,シアノバクテリア,10 生命の起源,ストロマトライトという岩石状の構造物を作ることで知られています。
地球全体が氷に覆われた、極端な氷河時代を何というか。,全地球凍結（スノーボールアース）,10 生命の起源,過去に数回起こり、その直後に生物の劇的な進化が起こったと考えられています。
単細胞生物が集まり、個体の中で細胞が分業するようになった生物を何というか。,多細胞生物,10 生命の起源,約10億〜6億年前に出現し、大型化と複雑な構造が可能になりました。
植物の祖先と考えられている、光合成を行う真核生物のグループは？,緑藻（りょくそう）,10 生命の起源,クラミドモナスやボルボックスの仲間で、後の陸上植物への進化に繋がります。
シアノバクテリアなどの活動によって形成された、層状の構造を持つ岩石を何というか。,ストロマライト,10 生命の起源,原始地球で酸素が作られていたことを示す、重要な化石証拠です。
核を持ち、ミトコンドリアや葉緑体などの細胞小器官を有する細胞を何というか。,真核細胞（真核生物）,10 生命の起源,原核細胞に別の細菌が入り込み、共生することで誕生したと考えられています。
ミトコンドリアや葉緑体は、別の原核生物が細胞内に取り込まれて定着したとする説は？,細胞内共生説,10 生命の起源,マーグリスが提唱。これら小器官が独自のDNAを持つことが証拠です。
細胞内共生説において、ミトコンドリアの起源となったとされる生物は？,好気性細菌,10 生命の起源,酸素を使って効率よくエネルギー（ATP）を作る能力を細胞にもたらしました。
細胞内共生説において、葉緑体の起源となったとされる生物は？,シアノバクテリア,10 生命の起源,光合成の能力を細胞にもたらし、植物の系統へと繋がりました。
過去の生物の遺骸や生活の跡が、地層の中に残されたものを何というか。,化石,10 生命の起源,生物の進化の過程や、当時の環境を知るための貴重な手がかりとなります。
シアノバクテリアなどの活動によって形成された、層状の構造を持つ岩石を何というか。,ストロマライト,10 生命の起源,原始地球で酸素が作られていたことを示す、重要な化石証拠です。
核を持ち、ミトコンドリアや葉緑体などの細胞小器官を有する細胞を何というか。,真核細胞（真核生物）,10 生命の起源,原核細胞に別の細菌が入り込み、共生することで誕生したと考えられています。
ミトコンドリアや葉緑体は、別の原核生物が細胞内に取り込まれて定着したとする説は？,細胞内共生説,10 生命の起源,マーグリスが提唱。これら小器官が独自のDNAを持つことが証拠です。
細胞内共生説において、ミトコンドリアの起源となったとされる生物は？,好気性細菌,10 生命の起源,酸素を使って効率よくエネルギー（ATP）を作る能力を細胞にもたらしました。
ヒトの体細胞に含まれる染色体の数は何本か。,46本,11 有性生殖,23本ずつの2セット（2n=46）で構成されています。
配偶子（精子や卵）が合体することによって新しい個体を作る生殖法を何というか。,有性生殖,11 有性生殖,親とは異なる遺伝子の組み合わせを持つ子が生まれます。
配偶子が作られる際に行われる、染色体数が半分になる細胞分裂を何というか。,減数分裂,11 有性生殖,1回のDNA複製の後に、2回の分裂（第一・第二分裂）が起こります。
減数分裂の結果、精子や卵に含まれる染色体の数は何本になるか。,23本,11 有性生殖,受精によって再び46本（23+23）に戻ります。
減数分裂の際、互いに対になっている同形同大の染色体を何というか。,相同染色体,11 有性生殖,父方由来と母方由来が1本ずつペアになっています。
同一の遺伝子セットを持ち、無性生殖などによって生じた生物の集団を何というか。,クローン,11 有性生殖,一卵性双生児も、天然のクローンと言えます。
"DNAに含まれる塩基（A, T, G, C）の並び方のことを何というか。",遺伝子配列（塩基配列）,11 有性生殖,この並び方がタンパク質の設計図（情報）となります。
ヒトやショウジョウバエに見られる、雄がXY、雌がXXとなる性決定様式は？,XY型,11 有性生殖,Y染色体の有無によって、基本的に雄への分化が決まります。
対立遺伝子が AA や aa のように、同じ型でそろっている状態を何というか。,ホモ接合（ホモ）,11 有性生殖,自家受粉などを繰り返すと、この状態（純系）に近づきます。
対立遺伝子が Aa のように、異なる型が組み合わさっている状態を何というか。,ヘテロ接合（ヘテロ）,11 有性生殖,異なる形質を持つ両親から生まれた雑種第一代（F1）などがこれです。
減数分裂のうち、相同染色体が対を作り（接合）、それぞれ分かれて別々の細胞に入る工程は？,第一分裂,11 有性生殖,この段階で染色体数が 2n → n に減少します。
第一分裂の際、相同染色体が密着して作る構造を何というか。,二価染色体,11 有性生殖,減数分裂に特有の現象で、普通の体細胞分裂では見られません。
減数分裂のうち、各染色体の「姉妹染色分体」が分離して4つの細胞ができる工程は？,第二分裂,11 有性生殖,基本的な動きは体細胞分裂と同じですが、DNA複製を挟まずに連続して起こります。
1個の母細胞から減数分裂によって最終的に作られる細胞の数は？,4個,11 有性生殖,精子の場合は4個すべてが精子になりますが、卵の場合は1個だけが卵になります。
雌雄で共通の形態を持ち、性決定に関与しない染色体を何というか。,常染色体,11 有性生殖,ヒトでは46本のうち44本（22対）がこれにあたります。
相同染色体の同じ位置にあり、異なる形質（例：丸とシワ）を指定する遺伝子同士を何というか。,対立遺伝子（アレル）,11 有性生殖,通常 $A$ と $a$ のようにアルファベットで表されます。
2組の独立した遺伝子が互いに補い合うことで、初めて特定の形質が発現する遺伝現象は？,補足遺伝子,11 有性生殖,スイートピーの花の色などで見られ、分離比が $9:7$ になるのが特徴です。
減数分裂の第一分裂前期に、相同染色体が乗り換え（交差）を起こした結合部位を何というか。,キアズマ,11 有性生殖,X字状に見える部分で、ここで父方と母方の遺伝子が入れ替わります。
雌の配偶子で、減数分裂の結果、大部分の細胞質を受け継いで大きく成長した細胞は？,卵細胞（卵）,11 有性生殖,1回の減数分裂から1個だけ作られ、残りの3個は極体として消失します。
植物の雄の配偶子形成において、花粉管の中で花粉管核と共に存在する細胞は？,精細胞,11 有性生殖,2個作られ、一方は卵細胞と、もう一方は中央細胞と受精します（重複受精）。
雌雄で異なり、性別を決定する遺伝子を持つ染色体を何というか。,性染色体,11 有性生殖,ヒトではX染色体とY染色体の2種類があります。
親の体の一部がふくらみ、それが分離して新しい個体になる無性生殖を何というか。,出芽（しゅつが）,11 有性生殖,酵母菌やヒドラなどに見られます。遺伝的には親のクローンです。
減数分裂の際、相同染色体の一部が入れ替わる現象を何というか。,乗り換え（乗換え）,11 有性生殖,キアズマが生じている場所で物理的な交換が起こります。
乗り換えによって、同一染色体上の遺伝子の組み合わせが変化することを何というか。,遺伝的組み換え（組換え）,11 有性生殖,これにより、親の染色体にはなかった新しい組み合わせが生じます。
全配偶子のうち、組み換えが起こった配偶子の割合（％）を何というか。,組み換え価（組換え価）,11 有性生殖,「(組み換え型の数 / 全個体数) × 100」で算出します。
生殖細胞（精子や卵）のように、受精して新しい個体を作るための細胞を何というか。,配偶子,11 有性生殖,減数分裂によって染色体数が $n$ になっています。
A、B、Oの3つの対立遺伝子によって決まる、ヒトの代表的な血液型判定法は？,ABO式血液型,11 有性生殖,$A$ と $B$ は不完全顕性に似た共顕性で、$O$ はそれらに対して潜性（劣性）です。
精子（精細胞）と卵（卵細胞）が合体してできた、新しい個体の最初の細胞は？,受精卵,11 有性生殖,全ての体細胞の元となる細胞で、完全な遺伝情報（2n）を持っています。
淡水に生息し、体の一部から新しい個体が生じる「出芽」を行う代表的な刺胞動物は？,ヒドラ,11 有性生殖,非常に高い再生能力を持ち、条件が良いとクローンを増やして急速に増殖します。
受精卵が細胞分裂（卵割）を繰り返し、複雑な成体へと育っていく過程を何というか。,発生,11 有性生殖,分裂が進むにつれて、各細胞は特定の役割を持つように「分化」していきます。
同一染色体上にある3つの遺伝子に注目し、それらの並び順や距離を調べるための交雑を何というか。,三点交雑,12 遺伝,2点交雑を繰り返すよりも、正確かつ効率的に染色体地図を作成できます。
三点交雑において、検定交雑の結果、最も出現数が少ない個体は何が起こったものか。,二重乗り換え（二重乗換え）,12 遺伝,3つの遺伝子の間で、2箇所同時に乗り換えが起こった結果生じる型です。
染色体上の遺伝子の位置関係や距離（組み換え価）を線上に示した図を何というか。,染色体地図,12 遺伝,単位には cM（センチモルガン）や、モーガン単位が使われます。
異なる形質を決める遺伝子が、同じ染色体上に存在し、共に行動する現象を何というか。,連鎖（れんさ）,12 遺伝,連鎖している場合、メンデルの「独立の法則」には従いません。
ショウジョウバエの研究を通じて、連鎖や組み換えの現象を解明した学者は？,モーガン,12 遺伝,遺伝子が染色体上に並んでいるとする「染色体説」を確立しました。
エンドウの研究から「分離の法則」「独立の法則」など遺伝の基礎を築いた学者は？,メンデル,12 遺伝,遺伝子の実体が不明だった時代に、数理的な法則性を見出しました。
同一染色体上にある連鎖している遺伝子の一群を何というか。,連鎖群,12 遺伝,その生物の配偶子の染色体数（$n$）と一致します。
DNAの塩基配列や染色体の構造・数が、本来のものから変化することを何というか。,突然変異,12 遺伝,自然発生するほか、放射線や化学物質などの影響でも起こります。
染色体の一部が切れて失われる異常を何というか。,欠失（けっしつ）,12 遺伝,重要な遺伝子が失われると、個体の生存に影響が出ることがあります。
染色体の一部が、別の（相同ではない）染色体に入れ替わって結合する異常は？,転座（てんざ）,12 遺伝,遺伝子の総量は変わりませんが、位置が変わることで発現に異常が出ることがあります。
染色体数が基本数（$n$）の3倍（$3n$）になっている個体を何というか。,3倍体,12 遺伝,種なしスイカなどが有名です。減数分裂が正常に行えず、種子ができません。
DNAの特定の塩基が別の塩基に置き換わる突然変異を何というか。,置換,12 遺伝,最も一般的な点突然変異です。
塩基の置換が起きても、指定されるアミノ酸が変わらない現象を何というか。,同義置換,12 遺伝,遺伝暗号（コドン）の冗長性により、タンパク質の機能に影響が出ない変異です。
染色体の一部が切断され、180度回転して再び結合する異常を何というか。,逆位,12 遺伝,遺伝子の総量は変わりませんが、並び順が変わるため、減数分裂時に問題が生じることがあります。
個体間で見られる遺伝情報の違い（塩基配列の多様性）を総称して何というか。,遺伝的変異,12 遺伝,進化の原動力であり、自然選択の対象となる材料です。
ヘモグロビンの遺伝子の1箇所の塩基置換により、赤血球が三日月形になる疾患は？,鎌状赤血球貧血症,12 遺伝,酸素濃度が低いときに赤血球が変形し、血管を詰まらせたり壊れたりします。
鎌状赤血球の原因となる塩基置換の種類（アミノ酸の変化）は？,非同義置換（ミスセンス変異）,12 遺伝,グルタミン酸がバリンに置き換わることで、ヘモグロビンの性質が激変します。
鎌状赤血球の遺伝子を持つ人が、アフリカなどの特定地域で多い理由は？,マラリア耐性があるため,12 遺伝,鎌状赤血球を持つヘテロ接合体（Aa）は、マラリアに感染しても重症化しにくい利点があります。
次世代にわたって、集団内の遺伝子頻度が変化せずに一定に保たれる法則を何というか。,ハーディ＝ワインベルグの法則,13 進化,1908年に数学者と医師が独立に発見した、集団遺伝学の基礎となる法則です。
ハーディ＝ワインベルグの法則が成り立つために必要な、個体数が十分に大きい集団は？,自由交配が行われる大きな集団,13 進化,偶然による変動（遺伝的浮動）を無視できるほど巨大な集団である必要があります。
特定の対立遺伝子 $A$ の頻度を $p$、 $a$ の頻度を $q$ としたとき、$p$ と $q$ の関係式は？,$p + q = 1$,13 進化,集団内のすべての対立遺伝子を合計すると 1（100%）になることを示します。
"遺伝子頻度 $p, q$ の集団において、次世代のヘテロ接合体（Aa）の出現頻度を表す式は？",$2pq$,13 進化,展開式 $(p + q)^2 = p^2 + 2pq + q^2$ の真ん中の項に相当します。
山脈や海などによって、生物集団が地理的に分断されることを何というか。,地理的隔離,13 進化,遺伝子の交流が絶たれることで、それぞれの集団が独自の進化を遂げるきっかけになります。
地理的隔離によって集団が分かれ、長い年月の間に別の種へと進化することを何というか。,異所的種分化,13 進化,隔離された環境で突然変異や自然選択が蓄積し、再び出会っても交配できなくなります。
分子レベルでの突然変異の多くは、自然選択に対して有利でも不利でもないとする説は？,中立説,13 進化,木村資生が提唱。分子進化の主役は自然選択ではなく、遺伝的浮動であると考えます。
特定のタンパク質のアミノ酸置換が、長い年月の間にほぼ一定の速度で蓄積する現象を何というか。,分子時計,13 進化,これを利用して、化石が残っていない生物同士の分岐年代を推定できます。
小さな集団において、偶然によって次世代の遺伝子頻度が大きく変化することを何というか。,遺伝的浮動,13 進化,集団が小さいほど、偶然の影響を強く受け、特定の遺伝子が消失しやすくなります。
災害などにより集団の個体数が激減し、生き残った少数の個体から再び増えることで遺伝的多様性が失われる現象は？,瓶首効果（ボトルネック効果）,13 進化,絶滅危惧種の保護などにおいて、遺伝的な脆弱性が問題となる原因です。
異なる種が互いに影響を及ぼし合いながら進化することを何というか（例：花と蜜を吸う昆虫）。,共進化,13 進化,捕食者と被食者の関係などでも見られ、互いの適応が進化を加速させます。
共通の祖先を持つ集団が、異なる環境に適応して多様な形態に分かれる現象は？,適応放散,13 進化,収れんの対義語。ガラパゴス諸島のフィンチや、オーストラリアの有袋類が有名です。
共通の祖先から生じた器官が、異なる形態や機能を持つようになったものを何というか。,相同器官,13 進化,共通のルーツを示す証拠です（例：ヒトの腕とコウモリの翼）。
平均的な形質から外れた極端な形質を持つ個体が有利になり、集団の平均が移動する選択は？,方向的選択,13 進化,工業暗化（ガの色の変化）などが代表例です。
平均的な形質が有利になり、両極端な形質が排除されて集団が均一化する選択は？,安定化選択,13 進化,出生時の赤ちゃんの体重など、生存率が最も高い中央値に収束します。
両極端な形質が有利になり、中間的な形質が排除されて集団が2つに分かれる選択は？,分断的選択,13 進化,異なる餌を食べる個体が生き残り、種分化に繋がることがあります。
物理的な壁はないが、生殖時期や行動（鳴き声など）の違いで交配できなくなる状態は？,生殖的隔離,13 進化,地理的隔離の後に起こることが多く、これによって「種」が確定します。
「分類学の父」と呼ばれ、生物の学名を属名と種小名の2語で表す方法を考案した学者は？,リンネ,14 分類と系統,スウェーデンの博物学者。植物の分類を中心に現代の分類法の基礎を築きました。
学名を表記する際に世界共通で用いられる言語は何語か。,ラテン語,14 分類と系統,当時の学術用語であり、現在は死語であるため意味が変化しない利点があります。
学名の2語構成（属名＋種小名）による命名法を何というか。,二名法,14 分類と系統,斜体（イタリック）で書くのが国際的なルールです。例：Homo sapiens
生物の進化の道筋を、樹木の枝分かれのような図で表したものを何というか。,系統樹,14 分類と系統,共通祖先からどのように分かれてきたかを示します。
生物の分類階層のうち、二名法で最初に書かれる、最も種に近いグループを何というか。,属名,14 分類と系統,Homo sapiens の Homo の部分です。近縁な種をまとめます。
分類階層において、「界」のすぐ下に位置し、体の基本的な構造（脊椎の有無など）で分ける区分は？,門（もん）,14 分類と系統,脊索動物門、節足動物門、軟体動物門などがあります。
かつて最も上位だった分類単位で、動物、植物、菌、原生生物などに分ける階層を何というか。,界（かい）,14 分類と系統,現代では、界の上にさらに大きな「ドメイン」という単位が置かれています。
現代の分類学で主流となっている、全生物を「細菌・古細菌・真核生物」に分ける枠組みは？,3ドメイン説,14 分類と系統,ウーズが提唱。rRNAの塩基配列の違いに基づいた最も大きな分類です。
分類階層において、「門」の下、「目」の上に位置する階層は？,綱（こう）,14 分類と系統,哺乳綱、鳥綱、両生綱など、大きなグループ分けに使われます。
分類階層において、「綱」の下、「科」の上に位置する階層は？,目（もく）,14 分類と系統,食肉目（ネコ目）、霊長目（サル目）など、生活スタイルが似たグループです。
ヒトの分類を「界」から順に挙げると？,動物界・脊索動物門・哺乳綱・霊長目…,14 分類と系統,ヒトは「哺乳綱（Class Mammalia）」「霊長目（Order Primates）」に属します。
DNAの塩基配列やアミノ酸配列の解析に基づいて、生物の系統関係を推定した図は？,分子系統図,14 分類と系統,外見（形態）では判断しにくい微生物や、収れんを起こした生物の分類に威力を発揮します。
分子系統樹を作成する際、進化速度が安定しているためによく比較されるRNAは？,rRNA（リボソームRNA）,14 分類と系統,すべての生物が持ち、機能が不可欠なため、大きな系統の分類に最適です。
分子系統図において、枝が分かれる点は何を意味しているか。,共通祖先,14 分類と系統,分岐点から右（または先）にあるグループは、その祖先を共有していることを示します。
大腸菌、シアノバクテリア（ユレモ・ネンジュモ）が属するドメインは？,細菌（バクテリア）,14 分類と系統,核膜を持たない原核生物。ペプチドグリカンを持つ細胞壁が特徴です。
メタン菌、高度好塩菌、熱水中に住む超好熱菌が属するドメインは？,古細菌（アーキア）,14 分類と系統,極限環境に多く、転写・翻訳の仕組みは細菌より真核生物に似ています。
ゾウリムシ、ミドリムシ、アメーバなど、真核生物の中で動物・植物・菌以外の総称は？,原生生物,14 分類と系統,単細胞のものが多いですが、褐藻（コンブ・ワカメ）などの多細胞生物も含みます。
クラゲ、サンゴ、ヒドラが属する「門」は？,刺胞動物門,14 分類と系統,刺細胞を持ち、体が放射相称（円形に近い）なのが特徴です。
イカ、タコ、アサリ、マイマイ（カタツムリ）が属する「門」は？,軟体動物門,14 分類と系統,体が柔らかく、外套膜（がいとうまく）を持つグループです。
維管束を持たず、配偶体（葉状体）が生活環の主体である植物グループは？,コケ植物,14 分類と系統,胞子で増えます。ゼニゴケやスギゴケが代表例です。
維管束を持ち胞子で増えるが、種子を作らない植物グループは？,シダ植物,14 分類と系統,ワラビ、イヌワラビなど。デボン紀に栄えました。
胚珠が心皮に包まれず、むき出しになっている種子植物は？,裸子植物（らししょくぶつ）,14 分類と系統,マツ、スギ、イチョウ、ソテツなどが含まれます。
真核生物、細菌、古細菌のうち、細胞壁にペプチドグリカンを含むのは？,細菌（バクテリア）,14 分類と系統,古細菌や真核生物（植物のセルロースなど）とは成分が明確に異なります。
遺伝子の転写・翻訳の仕組みが、細菌よりも真核生物に似ている原核生物のドメインは？,古細菌（アーキア）,14 分類と系統,メタン菌など。RNAポリメラーゼの構造などが真核生物に近いです。
ヒトにおいて、赤緑色覚多様性や血友病のように、X染色体に原因遺伝子がある遺伝形式は？,伴性遺伝（ばんせいいでん）,12 遺伝,男性に現れやすく、母から息子へ伝わる特徴があります。
ハツカネズミの毛色（黄色）のように、ホモ接合になると発生の途中で死んでしまう遺伝子は？,致死遺伝子,12 遺伝,生まれてくる個体の分離比が $3:1$ ではなく $2:1$ になるのが特徴です。
マルバアサガオの花の色のように、ヘテロ（Aa）が親の中間形質（桃色）になる現象は？,不完全優性（中間遺伝）,12 遺伝,顕性（優性）と潜性（劣性）がはっきり分かれないケースです。
"ヒトのABO式血液型のように、3つ以上の対立遺伝子（A, B, O）が関与する遺伝は？",複対立遺伝,12 遺伝,AとBは不完全優性（AB型）、Oに対してはAとBが顕性になります。
スイートピーの花の色のように、2対以上の独立した遺伝子が協力して1つの形質を決めるのは？,補足遺伝子,12 遺伝,分離比が $9:7$ など、特殊な比率になる問題でよく出されます。
子の形質が、子自身の遺伝子型ではなく「母親の遺伝子型」によって決定される現象は？,母性遺伝（遅滞遺伝）,12 遺伝,卵の中に蓄えられた母親由来のタンパク質やmRNAが、初期発生を制御するために起こります。
母性遺伝の代表例で、殻が右巻きか左巻きかが母親の遺伝子型で決まる生物は？,モノアラガイ,12 遺伝,右巻き（R）が顕性ですが、子に現れるのは「母親自身の巻き方」ではなく「母親が持つ遺伝子」に対応した巻き方です。
ミトコンドリアや葉緑体のDNAのように、卵（細胞質）を介してのみ伝わる遺伝は？,細胞質遺伝,12 遺伝,精子は細胞質をほとんど持ち込まないため、基本的に母親の形質のみが受け継がれます。
ヒトのABO式血液型において、対立遺伝子の組み合わせ（遺伝子型）は何種類あるか。,6種類,12 遺伝,"$AA, AO, BB, BO, AB, OO$ の6パターンです。"
A型とB型の両方の形質が現れる「AB型」のように、対立遺伝子が共に形質に現れる現象は？,共優性（不完全優性の一種）,12 遺伝,A遺伝子とB遺伝子の間に優劣がないため、両方の抗原が作られます。
A（またはB）遺伝子とO遺伝子が組み合わさった時、A（またはB）の形質だけが現れる関係は？,完全優性,12 遺伝,AとBは、Oに対しては完全に顕性（優性）です。
赤血球の表面にある抗原と、血清に含まれる抗体が反応して固まる現象を何というか。,凝集（ぎょうしゅう）,12 遺伝,輸血の可否を判断する重要な反応です。
赤緑色覚多様性の原因遺伝子が存在する染色体は？,X染色体,12 遺伝,性染色体に遺伝子があるため、性別によって出現頻度が異なります。
X染色体にある潜性（劣性）遺伝子によって形質が伝わる遺伝形式を何というか。,伴性遺伝,12 遺伝,父親から息子へは伝わらず、母親から息子へ伝わるのが特徴です。
女性において、色覚の遺伝子をヘテロ（$X^AX^a$）で持ち、表現型は正常な個体を何というか。,保因者（キャリア）,12 遺伝,自身は発症しませんが、次世代（息子）に50%の確率で遺伝子を伝えます。
工業地帯で樹木の幹が黒くなり、黒いガの生存率が上がった現象を何というか。,工業暗化,13 進化,方向的選択の典型例。環境の変化が遺伝子頻度を劇的に変えた実例です。
ガラパゴス諸島で、島ごとの餌に合わせてくちばしの形が変化した鳥は？,ガラパゴスフィンチ,13 進化,適応放散の代表例。共通の祖先が異なる環境で多様化したものです。
オーストラリアの有袋類と、他の地域の真獣類（モグラとフクロモグラなど）に似た形が見られる現象は？,収れん（収束進化）,13 進化,系統は遠いですが、似た生活環境で似た形態が進化した実例です。
鎌状赤血球の遺伝子が、貧血という不利な形質を持ちながらアフリカで維持されている理由は？,マラリア耐性,13 進化,ヘテロ接合体の有利性の例。特定の環境下では「病気の遺伝子」が生存に有利に働きます。
シーラカンス、カブトガニ、メタセコイアなどの総称は？,生きている化石,13 進化,何億年もの間、形態がほとんど変化せずに生き残っている生物です。
最古の脊椎動物といわれ、顎（あご）を持たない魚類の総称は？,円口類（無顎類）,13 進化,ヤツメウナギなどが含まれます。古生代オルドビス紀に登場しました。
